drug_name,SMILES,phase2_score,signed_score,net_positive,n_papers,models,confidence,final_score
nan,O=c1cccc2n1C[C@@H]1CN[C@@H](Br)[C@H]2C1,0.0,0.0,0.0,0.0,,0.0,0.0
yridine,O=c1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,0.0,0.0,0.0,0.0,,0.0,0.0
nan,OC(c1ccccc1)(c1ccccc1)C1C[C@@H]1c1ccncc1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc633,OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
ciclazindol,OC1(c2ccccc2Cl)C2=NCCCN2c2ccccc21,0.0,0.0,0.0,0.0,,0.0,0.0
chembl244000,Oc1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
cis-piflutixol,OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-jc6360h11t,OCCCN1CCN(CCC[C@H]2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
homopipramol,OCCN1CCCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl12628,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-1o8a15g935 component bjwapforupuxrj-sfhvurjksa-n,OCCN1CCN(CCC[C@H]2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc22588438,OCCOCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc14649463,OC[C@@H]1O[C@H](n2cnc3c2NC=NC[C@@H]3O)C[C@@H]1O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,OC[C@H](O)[C@@H]1O[C@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@H]2[C@H]1O,0.0,0.0,0.0,0.0,,0.0,0.0
zinc2539624,OCc1ccccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,,0.0,0.0
nan,ON1C=C(NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
flutroline,O[C@@H](CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
perisoxal,O[C@@H](CN1CCCCC1)c1cc(-c2ccccc2)on1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-u49lid4uyj component okackalpxhbema-xamccfcmsa-n,O[C@@H](OCC(CO[C@H](O)C(Cl)(Cl)Cl)(CO[C@H](O)C(Cl)(Cl)Cl)CO[C@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,,0.0,0.0
(+)-threo-mefloquine,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,0.0,0.0,0.0,0.0,,0.0,0.0
unii-afh280ecx3,O[C@H](Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
oxilorphan,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3,0.0,0.0,0.0,0.0,,0.0,0.0
torbugesic,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,0.0,0.0,0.0,0.0,,0.0,0.0
nan,Oc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(CCc1ccccc1)CC3,0.0,0.0,0.0,0.0,,0.0,0.0
nan,Oc1ccc2c(c1)C13CCCC[C@@H]1C(C2)NCC3,0.0,0.0,0.0,0.0,,0.0,0.0
nan,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)[C@H]1CCOC3,0.0,0.0,0.0,0.0,,0.0,0.0
nan,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4C(C2)NCCC341,0.0,0.0,0.0,0.0,,0.0,0.0
nan,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CCC4(O)C(C2)N(CC2CCC2)CCC314,0.0,0.0,0.0,0.0,,0.0,0.0
tifemoxone,S=C1NCC[C@@H](COc2ccccc2)O1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc8214362,[N-]=[N+]=NCC(=O)N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,,0.0,0.0
zinc19848892,c1ccc(C[C@@H]2NCCc3c2[nH]c2ccccc32)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl285367,c1ccc([C@@H]2CCN(C[C@H]3CCCc4c3ccc3c4OCO3)C2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl3707296,c1ccc([C@H]2CN=C3NCCN32)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
(s)-azaquinzole,c1ccc2c(c1)CCN1CCNC[C@H]21,0.0,0.0,0.0,0.0,,0.0,0.0
taclamine [inn],c1ccc2c(c1)CCc1cccc3c1[C@H]2CN1CCCC[C@@H]31,0.0,0.0,0.0,0.0,,0.0,0.0
sibopirdine,c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2,0.0,0.0,0.0,0.0,,0.0,0.0
(s)-teniloxazine,c1csc(Cc2ccccc2OC[C@@H]2CNCCO2)c1,0.0,0.0,0.0,0.0,,0.0,0.0
tranylcypromine,CC(=O)c1ccc2c(c1O)[C@@H](c1cnn(C)c1)CC(=O)O2,0.0,0.0,0.0,0.0,,0.0,0.0
busulfan,CC(C)(C)OC(=O)N[C@@]1(CN)[C@H](c2ccccc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
cycloserine,CC(C)(C)OC(=O)N[C@]1(C=O)C[C@H]1S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
temazepam,CC(C)(C)OC(=O)N[C@]1(C=O)[C@@H](S(C)(=O)=O)[C@@H]1c1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
clonazepam,CC(C)Oc1cccc(CCCNC(=O)[C@@H](C)SCc2ccccc2)c1,0.0,0.0,0.0,0.0,,0.0,0.0
valproic acid,CC(C)c1ccc(CCCNC(=O)[C@@H](C)SCc2ccccc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
famotidine,CC1CCN(c2ccc([C@@H](C)NC(=O)CCSc3ccccc3)cc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0
pentazocine,CCCOc1ccccc1CCCNC(=O)c1ccc([N+](=O)[O-])cc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
dacarbazine,CCCn1ncnc1CC(NN)c1ccc(Br)cc1F,0.0,0.0,0.0,0.0,,0.0,0.0
orphenadrine,CCOC(=O)[C@@]1(C#N)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
fluphenazine,CCOC(=O)[C@@]1(CN)[C@@H](S(=O)(=O)CC)[C@@H]1c1ccc(OC)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
fluconazole,CCOC(=O)[C@]1(CN)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)CC,0.0,0.0,0.0,0.0,,0.0,0.0
trihexyphenidyl,CCOC(=O)[C@]1(N)[C@@H](S(=O)(=O)CC)[C@@H]1c1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
procaine,CCOC(=O)c1c[nH]c(=O)c2c1OC(=O)C[C@H]2c1cc(Cl)c2c(c1)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
hydrocodone,CCOC[C@@]1(C(N)=S)[C@H](c2ccc(CC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
diazepam,CCOC[C@@]1(CN)[C@H](c2ccc(OC)cc2)[C@@H]1S(C)(=O)=O,0.0,0.0,0.0,0.0,,0.0,0.0
chembl3264225,Cc1cc2ccccc2n1CCNC(=O)/C=C/c1ccc(OCCO)c(OCCO)c1,0.0,0.0,0.0,0.0,,0.0,0.0
methocarbamol,CCOC[C@]1(C(N)=S)[C@@H](S(=O)(=O)c2ccccc2)[C@@H]1c1ccc(OC)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
sotalol,CCOC[C@]1(CN)[C@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O,0.0,0.0,0.0,0.0,,0.0,0.0
teniposide,CCOc1ccc(CCCNC(=O)[C@H](C)Sc2ccc(C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
primidone,CCOc1ccc(CCCNC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
trovafloxacin,CCOc1ccc(N([C@@H](CC)C(=O)Nc2c(C)cccc2CC)S(C)(=O)=O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
trazodone,CCS(=O)(=O)[C@@H]1[C@@H](C#N)[C@@H]1c1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
quinidine,CCS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
hydroxyzine,CCS(=O)(=O)[C@H]1[C@@H](C(N)=S)[C@@H]1c1ccc(OC)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
zalcitabine,CCS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)[C@@]1(COC)C(=O)O,0.0,0.0,0.0,0.0,,0.0,0.0
pimozide,CCS(=O)(=O)[C@H]1[C@H](CO)[C@@H]1c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
thioridazine,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)C1(C#N)C#N,0.0,0.0,0.0,0.0,,0.0,0.0
topotecan,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@]1(C#N)COC,0.0,0.0,0.0,0.0,,0.0,0.0
"celecoxib, celebrex",Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
trimethoprim,CC[C@@H](C)[C@@H](CO)NC(=O)CCc1nnc(-c2ccccc2)o1,0.0,0.0,0.0,0.0,,0.0,0.0
methohexital,CC[C@@H](C)[C@@H](CO)NC(=O)c1cn[nH]c1-c1ccc2c(c1)OCCO2,0.0,0.0,0.0,0.0,,0.0,0.0
liarozole,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,0.0,0.0,0.0,0.0,,0.0,0.0
quazepam,CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(OC)c(OC)c1,0.0,0.0,0.0,0.0,,0.0,0.0
levodopa,CC[C@H](C(=O)NC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(F)c(Cl)c1)S(C)(=O)=O,0.0,0.0,0.0,0.0,,0.0,0.0
flurazepam,CC[C@H](NC(=O)CCSc1ccccc1)c1ccc(C)c(C)c1,0.0,0.0,0.0,0.0,,0.0,0.0
desipramine,CC[C@H](NC(=O)[C@@H](C)SCc1ccccc1)c1ccc(OC)c(OC)c1,0.0,0.0,0.0,0.0,,0.0,0.0
ridogrel,O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,,0.0,0.0
carbamazepine,CC[C@H](NC(=O)[C@@H](C)Sc1ccccc1)c1ccc(C)cc1C,0.0,0.0,0.0,0.0,,0.0,0.0
pyrimethamine,CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(C)cc1C,0.0,0.0,0.0,0.0,,0.0,0.0
sulfadiazine,CC[C@H](NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1ccc(C)c(C)c1,0.0,0.0,0.0,0.0,,0.0,0.0
pethidine,CC[C@H]1CCCCN1CC(=O)N(C)Cc1cnccn1,0.0,0.0,0.0,0.0,,0.0,0.0
tibolone,CCc1c(C)nn(CC(=O)NC[C@H]2CCCN(c3ccccn3)C2)c1C,0.0,0.0,0.0,0.0,,0.0,0.0
triazolam,CCc1nccn1CC(=O)N1CCCC[C@@H]1CCn1cccn1,0.0,0.0,0.0,0.0,,0.0,0.0
haloperidol,CCc1nccn1CCC(=O)N[C@@H](c1ccccn1)C1CC(O)C1,0.0,0.0,0.0,0.0,,0.0,0.0
lidocaine,CN(C)C(=O)C[C@H](O)c1cc2n(n1)CCN(C(=O)CN1CCCCCC1)C2,0.0,0.0,0.0,0.0,,0.0,0.0
aciclovir,CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)CSCc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,,0.0,0.0
chlordiazepoxide,CN(C)c1nsc(N[C@@H](c2cnc3ccccc3c2)C2CC(O)C2)n1,0.0,0.0,0.0,0.0,,0.0,0.0
flumazenil,CN(CCC[C@H]1CCCO1)C(=O)Cc1cccnc1,0.0,0.0,0.0,0.0,,0.0,0.0
ethionamide,CNc1nc(Oc2cccc(Cl)c2F)c(Cl)cc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
nalidixic acid,COC(=O)C[C@@H](c1cc(OC)c2c(c1)OCCO2)c1c(O)c(C(=O)OC)c[nH]c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
naltrexone,COC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)c(C(=O)OC)c[nH]c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
dextromethorphan,COC(=O)C[C@@H](c1ccc(OC)c(CO)c1)c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
enflurane,COC(=O)C[C@@H](c1ccc2c(c1)OCO2)c1cc2c(cc1O)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
codeine,COC(=O)C[C@@H](c1cccc(Br)c1)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O,0.0,0.0,0.0,0.0,,0.0,0.0
chloroquine,COC(=O)C[C@@H](c1cccc(OC)c1OCCc1ccc(OC)cc1)c1c(O)c2ccccc2oc1=O,0.0,0.0,0.0,0.0,,0.0,0.0
lomustine,COC(=O)C[C@H](C1=C(O)C(=O)C([C@@H](CC(=O)OC)c2ccc(OC)c(OCC(N)=O)c2)=C(O)C1=O)c1ccc(OC)c(OCC(N)=O)c1,0.0,0.0,0.0,0.0,,0.0,0.0
chlorpromazine,COC(=O)C[C@H](CC(C)C)c1c(O)c(C(=O)OC)c[nH]c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
methamphetamine,COC(=O)C[C@H](c1cc(OC)c(OC)cc1OC)c1c(O)cc(C)oc1=O,0.0,0.0,0.0,0.0,,0.0,0.0
lamotrigine,COC(=O)C[C@H](c1cc(OC)c2c(c1)OCO2)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O,0.0,0.0,0.0,0.0,,0.0,0.0
cocaine,COC(=O)C[C@H](c1cccc(Br)c1)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O,0.0,0.0,0.0,0.0,,0.0,0.0
clonidine,COC(=O)C[C@H](c1ccccc1)c1c(O)cc(C)oc1=O,0.0,0.0,0.0,0.0,,0.0,0.0
caffeine,COC(=O)C[C@H](c1cccnc1)c1c(O)c(C(=O)OC)c[nH]c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
perphenazine,COC(=O)C[C@H](c1coc2ccccc2c1=O)c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O,0.0,0.0,0.0,0.0,,0.0,0.0
isoflurane,COCCN(C[C@@H]1CCCO1)C(=O)c1[nH]nc(N)c1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
benzocaine,COCCc1noc([C@H](C)NC(=O)c2ccncc2O)n1,0.0,0.0,0.0,0.0,,0.0,0.0
sulfamethoxazole,COC[C@@]1(C(=O)O)[C@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O,0.0,0.0,0.0,0.0,,0.0,0.0
terbinafine,COC[C@@]1(C(N)=S)[C@@H](S(C)(=O)=O)[C@@H]1c1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,,0.0,0.0
physostigmine,COC[C@@]1(CN)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)[C@@H]1c1ccc(OC)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
propofol,COC[C@@]1(N)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
chembl1185227,O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1,0.0,0.0,0.0,0.0,,0.0,0.0
minocycline,COc1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3F)C2=O)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,0.0,0.0,0.0,,0.0,0.0
stavudine,COc1cc(C(=O)NCCCN2CCCc3ccccc32)cc(OC)c1OC,0.0,0.0,0.0,0.0,,0.0,0.0
ropinirole,COc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3cc(C)ccc32)cc(OC)c1OC,0.0,0.0,0.0,0.0,,0.0,0.0
lorazepam,COc1cc(OC)c(OC)cc1/C=C1/Oc2c(ccc3c2[C@@H](c2cc(OC)c(OC(C)=O)c(OC)c2)CC(=O)O3)C1=O,0.0,0.0,0.0,0.0,,0.0,0.0
ethosuximide,COc1cc2c(c(OC)c1OC)[C@@H](c1cccc3ccccc13)CC(=O)O2,0.0,0.0,0.0,0.0,,0.0,0.0
carteolol,COc1cc2c(c(OC)c1OC)[C@H](c1ccc3ncccc3c1)CC(=O)O2,0.0,0.0,0.0,0.0,,0.0,0.0
diphenhydramine,COc1ccc(-c2noc(CN(C)C(=O)[C@H](C)SCc3ccccc3)n2)c(OC)c1,0.0,0.0,0.0,0.0,,0.0,0.0
"takle-2; l-779,450",Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
cladribine,COc1ccc(CCCNC(=O)CSCc2cccc(Cl)c2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
gabapentin,COc1ccc(N2C[C@H](C(=O)N3CCCC[C@H]3c3cccnc3)CC2=O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
levorphanol,COc1ccc(NC(=O)/C(=C/c2ccco2)c2ccccc2)cc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0
phenobarbital,COc1ccc(NC(=O)C[C@H]2OC(=O)c3c2ccc(OC)c3OC)cc1N1CCCS1(=O)=O,0.0,0.0,0.0,0.0,,0.0,0.0
phencyclidine,COc1ccc([C@@H](NC2CCOCC2)C2CC(O)C2)cn1,0.0,0.0,0.0,0.0,,0.0,0.0
nevirapine,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
protriptyline,COc1ccc([C@@H]2[C@@H](N)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
pentobarbital,COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
naloxone,COc1ccc([C@@H]2[C@H](CO)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
nitrazepam,COc1ccc([C@@H]2[C@H](N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
mianserin,COc1ccc([C@H]2CC(=O)Oc3cc(C)oc(=O)c32)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.0,0.0,0.0,0.0,,0.0,0.0
olanzapine,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(C#N)C#N)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
anabet,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.0,0.0,0.0,0.0,,0.0,0.0
imipramine,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@]2(C#N)C=O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
dihydrocodeine,COc1ccc([C@H]2[C@@H](S(C)(=O)=O)[C@@]2(CO)C(=O)O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
morphine,COc1ccc([C@H]2[C@H](C#N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
droperidol,COc1ccc([C@H]2[C@H](N)[C@@H]2S(C)(=O)=O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
pergolide,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(CN)CO)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
oxymorphone,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(N)C#N)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
mepyramine,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
clomipramine,COc1ccc([C@H]2[C@H](S(C)(=O)=O)[C@@]2(C#N)C(=O)O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
levofloxacin,COc1ccc2[nH]c(=O)c([C@H]3CC(=O)Oc4ccc5c(c43)O/C(=C\c3cccc(OC)c3OC)C5=O)cc2c1,0.0,0.0,0.0,0.0,,0.0,0.0
midazolam,COc1ccc2c(c1)[C@@H](NC(=O)/C(=C/c1ccco1)c1ccccc1)CC(C)(C)O2,0.0,0.0,0.0,0.0,,0.0,0.0
trimipramine,COc1ccc2c(c1OC)C(=O)O[C@H]2Nc1ccc2c(c1)COC2=O,0.0,0.0,0.0,0.0,,0.0,0.0
oxycodone,COc1ccc2cc([C@@H]3CC(=O)Oc4cc(C)oc(=O)c43)c(=O)[nH]c2c1,0.0,0.0,0.0,0.0,,0.0,0.0
estazolam,COc1ccccc1CCCNC(=O)CCSc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
phenytoin,COc1ccccc1CCCNC(=O)CSCc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
risperidone,CS(=O)(=O)[C@@H]1[C@@H](c2ccc3c(c2)OCO3)[C@]1(C#N)C=O,0.0,0.0,0.0,0.0,,0.0,0.0
156154-42-6,COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C,0.0,0.0,0.0,0.0,,0.0,0.0
secobarbital,CS(=O)(=O)[C@@H]1[C@H](c2ccc3c(c2)OCO3)C1(CN)CN,0.0,0.0,0.0,0.0,,0.0,0.0
cytarabine,CS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
ribavirin,CS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)C1(C#N)C#N,0.0,0.0,0.0,0.0,,0.0,0.0
sevoflurane,CS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@@]1(CN)CO,0.0,0.0,0.0,0.0,,0.0,0.0
ceftazidime,C[C@@H](O)c1cc2n(n1)CCN(C(=O)CC1=C(c3ccccc3)CCC1=O)C2,0.0,0.0,0.0,0.0,,0.0,0.0
metronidazole,C[C@@H]1CCCN(c2ccc([C@@H](C)NC(=O)/C(=C/c3ccco3)c3ccccc3)cc2)C1,0.0,0.0,0.0,0.0,,0.0,0.0
methane,C[C@](O)(CNC(=O)C(=O)Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2o1,0.0,0.0,0.0,0.0,,0.0,0.0
nelfinavir mesylate,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
clobazam,Cc1ccc(OCCNC(=O)[C@@H](C)SCc2ccccc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
isopromethazine,Cc1ccc(OC[C@@H](C)NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
acebutolol,Cc1ccc(S(=O)(=O)[C@@H]2[C@@H](c3ccccc3)C2(CN)CN)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
p-acetamidophenol,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccccc3)C2(CN)CN)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
apomorphine,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccccc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@@H](O)CN1CC2CCCCC2C[C@H]1C(=O)CNC(C)(C)C,0.0,0.0,0.0,0.0,,0.0,0.0
albendazole,Cc1ccc(S(=O)(=O)[C@H]2[C@H](CN)[C@@H]2c2ccccc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
alprazolam,Cc1ccc(S(=O)(=O)[C@H]2[C@H](c3ccccc3)[C@@]2(N)CO)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
zonisamide,Cc1ccc(SCCC(=O)N[C@@H](C)c2ccc(N3CCC[C@@H](C)C3)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
trifluoperazine,Cc1ccc(S[C@@H](C)C(=O)NCc2nc(-c3ccccc3Cl)no2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
thiotepa,Cc1ccc(S[C@@H](C)C(=O)N[C@@H]2CC(C)(C)Oc3ccc(C)cc32)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
tamoxifen,Cc1ccc(S[C@H](C)C(=O)NCCCc2ccc(OC(C)C)cc2)cc1,0.0,0.0,0.0,0.0,,0.0,0.0
flucytosine,Cc1ccc([C@H](C)NC(=O)CCSc2ccccc2)cc1C,0.0,0.0,0.0,0.0,,0.0,0.0
fentanyl,Cc1ccc2c(c1)OC(C)(C)C[C@@H]2NC(=O)CCSc1ccccc1,0.0,0.0,0.0,0.0,,0.0,0.0
amitriptyline,Cc1ccc2c(c1)OC(C)(C)C[C@@H]2NC(=O)CSCc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,,0.0,0.0
amobarbital,Cc1ccc2c(c1)OC(C)(C)C[C@H]2NC(=O)CSCc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,,0.0,0.0
