compound_name,SMILES
metitepine (methiothepin),CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2
"n,n-dimethylcathinone",C[C@@H](C(=O)c1ccccc1)N(C)C
alozafone,C[C@@H](CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F
chlorhexadol (chloralodol),C[C@@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl
niaprazine,C[C@@H](CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1
trimipramine,C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21
zinc2038507,C[C@@H](CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21
zinc5320256,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
trifluomeprazine,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
alimemazine,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21
zinc671,C[C@@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C
chembl255025,C[C@@H](CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
promethazine,C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C
,C[C@@H](CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
unii-zd90k4jipz,C[C@@H](COc1ccccc1)NN
dimethamphetamine,C[C@@H](Cc1ccccc1)N(C)C
benzphetamine (benzfetamine),C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
zinc31544969,C[C@@H](Cc1ccccc1)N(C)Cc1ccco1
zinc6021047,C[C@@H](Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21
7amphetaminoethyltheophylline (fenetylline),C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
pheniprazine,C[C@@H](Cc1ccccc1)NN
zinc26892706,C[C@@H](Cc1ccccc1)N[C@H](C#N)c1ccccc1
,C[C@@H](Cc1ccccc1)[N+](C)([O-])Cc1ccccc1
unii-h1c5f0k79e component qmkrartvxmqobw-qmmmgpobsa-n,C[C@@H](c1noc2ccc(Cl)cc12)n1ccnc1
"1s-cis-3,3,5-trimethylcyclohexyl ester5-oxo-l-proline",C[C@@H]1C[C@H](OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1
unii-mp04l9t248,C[C@@H]1NC(=O)CO[C@H]1c1ccccc1
schembl15159761,C[C@@H]1NCCO[C@H]1c1ccccc1
,C[C@@H]1OC2(CCCC[C@@H]2Oc2cccc(Cl)c2)NC1=O
chembl1616512,C[C@@H]1O[C@H]1P(=O)(O)O
schembl11400364,C[C@@H]1Oc2ccccc2C[C@@H]1N(C)C
"(9s,13s)-1,10,13-trimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2C
,C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
"(9s,13s)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
,C[C@@H]1[C@H]2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1
,C[C@@H]1c2ccccc2N(C(N)=O)c2ccccc2[C@H]1C
ketoprofen,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
dextromoramide,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
,C[C@H](F)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
"alaproclate, (s)-",C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
bupropion,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1
zinc1843140,C[C@H](NCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@@H](O)c1ccccc1
unii-38m8s7hxew,C[C@H](NN)c1ccccc1
(s)-benmoxin,C[C@H](NNC(=O)c1ccccc1)c1ccccc1
unii-yv88341qw3,C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
zinc6019931,C[C@H](Oc1cccc2ccccc12)/C(N)=N\O
,C[C@H]1CCCCC1(c1cccs1)N1CCCCC1
6876-23-9,C[C@H]1CCCC[C@@H]1C
"cis,trans,trans-1,2,4-trimethylcyclohexane",C[C@H]1CC[C@H](C)[C@@H](C)C1
,C[C@H]1CN(C)C[C@@H]2Cc3c(ccc4ccccc34)OC12O
zinc19362656,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1
(2s)-oxazolam,C[C@H]1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1
,C[C@H]1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@@H](C(=O)O)CC[C@@H]23)C2(C)CCC(=O)C=C12
,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@H]2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@H]2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12
,C[C@H]1C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](Cl)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CCl
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3C(=O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](F)CC2(C)C1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](F)CC2(C)[C@H]1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CCl
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)SCF
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1(O)C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1C(=O)CO
,C[C@H]1C[C@H]2[C@@H]3[C@@H](Cl)CC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1(O)C(=O)CO
zinc320,C[C@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21
zinc469839159,C[N+]1([O-])[C@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2
19735-89-8,Cc1cc(=O)n(-c2ccccc2)[nH]1
schembl519404,Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1
,Cc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(C)CC3
schembl4942866,Cc1ccc2c(c1)[C@H]1CN(C)CC[C@@H]1N2
pirlindole,Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1
94991-72-7,Cc1cccc(C)c1OC[C@H](C)N
ralitoline,Cc1cccc(Cl)c1NC(=O)/C=C1/SCC(=O)N1C
toloxatone,Cc1cccc(N2C[C@@H](CO)OC2=O)c1
chembl252319,Cc1cccc(OC[C@@H](O)CNC(C)C)c1
schembl3961263,Cc1cccc(O[C@H]2CCNC[C@@H]2O)c1C
,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)C[C@H]21
,Cc1cccc2c1Oc1ccccc1C1(O)CCNC[C@H]21
toloxychlorinol,Cc1ccccc1OC[C@@H](CO[C@H](O)C(Cl)(Cl)Cl)O[C@H](O)C(Cl)(Cl)Cl
115103-55-4,Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C
84414-90-4,Cc1cn([C@@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
zinc4537463,Cc1cn([C@@H]2C[C@H](F)[C@H](CO)O2)c(=O)[nH]c1=O
chembl1253612,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
,Cc1cn[o+]c(C(N)CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1O
199463-33-7,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3[C@@H]2C)c1C
"(2s,3s)-n-[(2-methyl-6-propan-2-yloxy-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine",Cc1nc2cc(CN[C@H]3CCCN[C@H]3c3ccccc3)c(OC(C)C)cc2s1
(s)-paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O
zinc21981359,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)C[C@@H](O)CC2
ornidazole,Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl
zinc5116499,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@H]2O
"ondansetron, (3s)-",Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O
efetozole,Cc1nccn1[C@@H](C)c1ccccc1
probenecid,Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C
loreclezole,Cl/C(=C/n1cncn1)c1ccc(Cl)cc1Cl
schembl11350598,Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1
(s)-miconazole,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
difencloxazine,Clc1ccc([C@@H](OCCN2CCOCC2)c2ccccc2)cc1
zinc31477144,Clc1ccc2c(c1)/C(=C/[C@H]1CN3CCC1CC3)c1ccccc1S2
nuclotixene,Clc1ccc2c(c1)/C(=C\[C@H]1CN3CCC1CC3)c1ccccc1S2
"(2s)-n-(2,6-dichlorophenyl)-2,5-dihydro-1h-imidazol-2-amine",Clc1cccc(Cl)c1N[C@H]1N=CCN1
zinc100036716,FC(F)(F)C[C@@H](Cl)Br
(s)-halothane,FC(F)(F)[C@@H](Cl)Br
,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@H]43)CC2)c1
(s)-enflurane,FC(F)OC(F)(F)[C@@H](F)Cl
icf,FC(F)O[C@@H](Cl)C(F)(F)F
(s)-desflurane,FC(F)O[C@@H](F)C(F)(F)F
schembl4918415,FC(F)Oc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1
teflurane,F[C@@H](Br)C(F)(F)F
teflurane,F[C@@H](Br)CC(F)(F)F
tocris-2141,Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
unii-4rh62fxm4m,N#CCCN1C(=O)[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21
rasagiline,N#CCN[C@H]1CCc2ccccc21
pemoline,NC1=NC(=O)[C@H](c2ccccc2)O1
unii-5359i0ru7w,NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21
(s)-oxiracetam,NC(=O)CN1C[C@@H](O)CC1=O
zinc136,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1
schembl4492294,NC(=O)[C@@H]1CCCCO1
"(3s)-3-[di(cyclobutyl)amino]-8-fluoro-3,4-dihydro-2h-chromene-5-carboxamide",NC(=O)c1ccc(F)c2c1C[C@H](N(C1CCC1)C1CCC1)CO2
cas-36791-04-5,NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1
zinc100232307,NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
seproxetine,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
(s)-nebracetam,NC[C@@H]1CC(=O)N(Cc2ccccc2)C1
bipenamol,NCc1ccccc1Sc1ccccc1CO
zinc1842729,NS(=O)(=O)c1ccc(N2C(=O)C[C@@H](c3ccccc3)C2=O)c(Cl)c1
oxitriptan,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
"(1s,2s)-2-phenylcyclopentanamine",N[C@H]1CCC[C@H]1c1ccccc1
l-cycloserine,N[C@H]1CONC1=O
tranylcypromine,N[C@H]1C[C@H]1c1ccccc1
velnacrine,Nc1c2c(nc3ccccc13)CCC[C@@H]2O
unii-2v4m6abh0v,Nc1cc(OCC2CC2)c(C(=O)N[C@@H]2CN3CCC2CC3)cc1Cl
,Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)[C@H]3CCC(F)(F)C3)CC2)n1
,Nc1ccn([C@@H]2C[C@@H](CO)[C@@H](CO)O2)c(=O)n1
.beta.-l-xylo-c,Nc1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
zinc3830565,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@H](CO)O1
ncgc00164560-01,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1
levoleucovorin,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
buciclovir,Nc1nc2c(ncn2CC[C@H](O)CO)c(=O)[nH]1
l-adenosine,Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
(s)-praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1
azabuperone,O=C(CCCN1CCN2CCC[C@H]2C1)c1ccc(F)cc1
einecs 255-630-0,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3C[C@H]2C1)c1ccc(F)cc1
,O=C(CN1CCC23CCCC[C@@H]2C1Cc1ccc(O)cc13)c1ccccc1
omiloxetine,O=C(CN1CC[C@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1
(s)-pazinaclone,O=C(C[C@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2
brl-53080,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccsc2[C@@H]1CN1CCCC1
,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCC(O)C1
chembl71323,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@@H]1CN1CCCC1
chembl71781,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@@H]1CN1CCCC1
"5-[(3as,4s,6as)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",O=C(O)CCCC[C@@H]1SC[C@H]2NC(=O)N[C@@H]21
(s)-3-(benzoyloxy)quinuclidine,O=C(O[C@@H]1CN2CCC1CC2)c1ccccc1
phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O
,O=C1C2[C@@H](C(=O)N1CCCCN1CCN(c3ncccn3)CC1)[C@H]1C=C[C@H]2[C@H]2C=C[C@@H]21
binospirone,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1
,O=C1CC2c3cc(Cl)ccc3OC3(CCNC[C@H]23)N1
sunepitron,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1
naltrexone-hcl,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
(s)-rofelodine,O=C1CCN=C2C[C@@H](c3ccccc3)CN12
schembl9734362,O=C1CC[C@@H](C(=O)N2CCCCC2)N1
"(2s)-5-oxo-n-[(1s,2s)-2-phenylcyclopropyl]pyrrolidine-2-carboxamide",O=C1CC[C@@H](C(=O)N[C@H]2C[C@H]2c2ccccc2)N1
,O=C1CC[C@@H]2C3Cc4cccc(O)c4C2(CCN3CC2CC2)C1
,O=C1CC[C@H](N2C(=O)[C@H]3C4CCC(C4)[C@@H]3C2=O)C(=O)N1
(s)-thalidomide,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1
unii-37z869546b,O=C1CN(C(=O)CN2C[C@H](c3ccc(Cl)cc3)CC2=O)CCN1
unii-7w3a3ukf2e,O=C1CN2C(=O)CC[C@H]2N1
zinc608045,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1C[C@H](O)CO
unii-9zrt68876r,O=C1C[C@@H](c2cccc(Br)c2)C(=O)N1
,O=C1C[C@@H]2S[C@H](C3(O)CN4C(=O)C[C@@H]4S3)CN12
zinc33903607,O=C1N([C@@H](O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1
zinc190,O=C1NC(=NC2CC2)O[C@H]1c1ccccc1
unii-6dzb018428 component ugzakkmlmjitll-lbprgkrzsa-n,O=C1NC(=O)C(C[C@@H]2CCCCN2)(c2ccccc2)C(=O)N1
,O=C1NC(=O)C2(c3ccc(Cl)cc3)C[C@H]12
fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CP(=O)(O)O
unii-l2gwr3us1g component qqwlxnmppfcvcd-vifpvbqesa-n,O=C1NCCC[C@@H]1N1C(=O)c2ccccc2S1(=O)=O
azaloxan,O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1
zinc58438005,O=C1NCCN[C@@H]1c1cccs1
spiroxatrine,O=C1NCN(c2ccccc2)C12CCN(C[C@H]1COc3ccccc3O1)CC2
mosapramine,O=C1N[C@@H]2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2
chlorthenoxazine,O=C1N[C@H](CCCl)Oc2ccccc21
(s)-lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O
schembl1041963,O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=N[C@H]1O
(s)-furomazine,O=C1OCC[C@H]1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
l-isoascorbic acid,O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O
unii-5efs516hk3,O=C1[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
"(2s,6s)-4-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",O=C1[C@H]2C3CCC(C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
zinc100029668,O=C1[C@H]2CCCC[C@@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@H]1CCN1CCC(Oc2cccc(Cl)c2)CC1
,O=[N+]([O-])C1=CC=N[C@@H]1NCCSCc1ccccn1
,O=[N+]([O-])C1=CC=N[C@@H]1NCCSCc1ncccc1Br
schembl18401354,O=[N+]([O-])c1nccn1C[C@H](O)CF
,O=[N+]([O-])c1nccn1C[C@H](O)COCF
(s)-axamozide,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C[C@H]2COc3ccccc3O2)CC1
,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2CC(c3ccc(F)cc3)[C@@H]2C1
"(1s,9s)-5-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",O=c1c(Br)ccc2n1C[C@@H]1CNC[C@@H]2C1
,O=c1cccc2n1C[C@@H]1CN[C@@H](Br)[C@H]2C1
yridine,O=c1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1
,OC(c1ccccc1)(c1ccccc1)C1C[C@@H]1c1ccncc1
zinc633,OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCCN1
ciclazindol,OC1(c2ccccc2Cl)C2=NCCCN2c2ccccc21
"2,2,2-tribromoethanol",OCC(Br)(Br)Br
cis-piflutixol,OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
unii-jc6360h11t,OCCCN1CCN(CCC[C@H]2c3ccccc3Sc3ccc(Cl)cc32)CC1
homopipramol,OCCN1CCCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
chembl12628,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1
unii-1o8a15g935 component bjwapforupuxrj-sfhvurjksa-n,OCCN1CCN(CCC[C@H]2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
zinc22588438,OCCOCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1
zinc14649463,OC[C@@H]1O[C@H](n2cnc3c2NC=NC[C@@H]3O)C[C@@H]1O
,OC[C@H](O)[C@@H]1O[C@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@H]2[C@H]1O
zinc2539624,OCc1ccccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
,ON1C=C(NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1
flutroline,O[C@@H](CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1
perisoxal,O[C@@H](CN1CCCCC1)c1cc(-c2ccccc2)on1
unii-u49lid4uyj component okackalpxhbema-xamccfcmsa-n,O[C@@H](OCC(CO[C@H](O)C(Cl)(Cl)Cl)(CO[C@H](O)C(Cl)(Cl)Cl)CO[C@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
(+)-threo-mefloquine,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
unii-afh280ecx3,O[C@H](Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
oxilorphan,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3
torbugesic,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3
,Oc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(CCc1ccccc1)CC3
,Oc1ccc2c(c1)C13CCCC[C@@H]1C(C2)NCC3
,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)[C@H]1CCOC3
,Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4C(C2)NCCC341
,Oc1ccc2c3c1O[C@@H]1[C@@H](O)CCC4(O)C(C2)N(CC2CCC2)CCC314
tifemoxone,S=C1NCC[C@@H](COc2ccccc2)O1
zinc8214362,[N-]=[N+]=NCC(=O)N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1
zinc19848892,c1ccc(C[C@@H]2NCCc3c2[nH]c2ccccc32)cc1
chembl285367,c1ccc([C@@H]2CCN(C[C@H]3CCCc4c3ccc3c4OCO3)C2)cc1
chembl3707296,c1ccc([C@H]2CN=C3NCCN32)cc1
(s)-azaquinzole,c1ccc2c(c1)CCN1CCNC[C@H]21
taclamine [inn],c1ccc2c(c1)CCc1cccc3c1[C@H]2CN1CCCC[C@@H]31
sibopirdine,c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2
(s)-teniloxazine,c1csc(Cc2ccccc2OC[C@@H]2CNCCO2)c1
tranylcypromine,CC(=O)c1ccc2c(c1O)[C@@H](c1cnn(C)c1)CC(=O)O2
busulfan,CC(C)(C)OC(=O)N[C@@]1(CN)[C@H](c2ccccc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1
cycloserine,CC(C)(C)OC(=O)N[C@]1(C=O)C[C@H]1S(=O)(=O)c1ccc(Cl)cc1
temazepam,CC(C)(C)OC(=O)N[C@]1(C=O)[C@@H](S(C)(=O)=O)[C@@H]1c1ccc2c(c1)OCO2
clonazepam,CC(C)Oc1cccc(CCCNC(=O)[C@@H](C)SCc2ccccc2)c1
valproic acid,CC(C)c1ccc(CCCNC(=O)[C@@H](C)SCc2ccccc2)cc1
famotidine,CC1CCN(c2ccc([C@@H](C)NC(=O)CCSc3ccccc3)cc2)CC1
pentazocine,CCCOc1ccccc1CCCNC(=O)c1ccc([N+](=O)[O-])cc1Cl
dacarbazine,CCCn1ncnc1CC(NN)c1ccc(Br)cc1F
orphenadrine,CCOC(=O)[C@@]1(C#N)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1
fluphenazine,CCOC(=O)[C@@]1(CN)[C@@H](S(=O)(=O)CC)[C@@H]1c1ccc(OC)cc1
fluconazole,CCOC(=O)[C@]1(CN)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)CC
trihexyphenidyl,CCOC(=O)[C@]1(N)[C@@H](S(=O)(=O)CC)[C@@H]1c1ccc2c(c1)OCO2
procaine,CCOC(=O)c1c[nH]c(=O)c2c1OC(=O)C[C@H]2c1cc(Cl)c2c(c1)OCO2
