compound_name,SMILES,drug_norm,num_targets_moa,ad_weight_sum,num_core_hits,ad_hit_targets,drug_name_out,ad_score_norm,core_gate,ad_score_gated,phase2_score
phendimetrazine,CC1C(c2ccccc2)OCCN1C,phendimetrazine,0,0.0,0,,phendimetrazine,0.0,0,0.0,0.0
ketazocine,CC1C2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,ketazocine,0,0.0,0,,ketazocine,0.0,0,0.0,0.0
medrysone,CC1CC2C(C(O)CC3(C)C(C(=O)O)CCC23)C2(C)CCC(=O)C=C12,medrysone,1,0.0,0,,medrysone,0.0,0,0.0,0.0
protriptyline,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,protriptyline,0,0.0,0,,protriptyline,0.0,0,0.0,0.0
methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,methylprednisolone21hemisuccinate,0,0.0,0,,methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),0.0,0,0.0,0.0
schembl13026158,CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,schembl13026158,0,0.0,0,,schembl13026158,0.0,0,0.0,0.0
db-051804,CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,db 051804,0,0.0,0,,db-051804,0.0,0,0.0,0.0
halocortolone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(F)CC2(C)C1C(=O)CO,halocortolone,0,0.0,0,,halocortolone,0.0,0,0.0,0.0
schembl13026145,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO,schembl13026145,0,0.0,0,,schembl13026145,0.0,0,0.0,0.0
clocortolone-pivalate,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,clocortolone pivalate,1,0.0,0,,clocortolone-pivalate,0.0,0,0.0,0.0
flumethasone (flumetasone and diflorasone),CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,flumethasone,0,0.0,0,,flumethasone (flumetasone and diflorasone),0.0,0,0.0,0.0
flumethasone21pivalate (flumetasone-pivalate),CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,flumethasone21pivalate,0,0.0,0,,flumethasone21pivalate (flumetasone-pivalate),0.0,0,0.0,0.0
diflucortolone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,diflucortolone,0,0.0,0,,diflucortolone,0.0,0,0.0,0.0
"[2-(6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] 2,2-dimethylpropanoate",CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,2 2 oxoethyl 2 2 dimethylpropanoate,0,0.0,0,,"[2-(6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] 2,2-dimethylpropanoate",0.0,0,0.0,0.0
"pregna-1,4-diene-3,20-dione, 9-chloro-11,17,21-trihydroxy-16-methyl-, (11.beta.,16.beta.)-",CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,pregna 1 4 diene 3 20 dione 9 chloro 11 17 21 trihydroxy 16 methyl,0,0.0,0,,"pregna-1,4-diene-3,20-dione, 9-chloro-11,17,21-trihydroxy-16-methyl-, (11.beta.,16.beta.)-",0.0,0,0.0,0.0
mometasone (mometasone-furoate),CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,mometasone,0,0.0,0,,mometasone (mometasone-furoate),0.0,0,0.0,0.0
clobetasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,clobetasone,0,0.0,0,,clobetasone,0.0,0,0.0,0.0
dimesone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO,dimesone,0,0.0,0,,dimesone,0.0,0,0.0,0.0
"21-chloro-9-fluoro-11,17-dihydroxy-16-methylpregna-1,4-diene-3,20-dione",CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,21 chloro 9 fluoro 11 17 dihydroxy 16 methylpregna 1 4 diene 3 20 dione,0,0.0,0,,"21-chloro-9-fluoro-11,17-dihydroxy-16-methylpregna-1,4-diene-3,20-dione",0.0,0,0.0,0.0
ft-0696623,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,ft 0696623,0,0.0,0,,ft-0696623,0.0,0,0.0,0.0
desoxymetasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,desoxymetasone,0,0.0,0,,desoxymetasone,0.0,0,0.0,0.0
meprednisone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,meprednisone,1,0.0,0,,meprednisone,0.0,0,0.0,0.0
schembl3457748,CC1CCCCC1(c1cccs1)N1CCCCC1,schembl3457748,0,0.0,0,,schembl3457748,0.0,0,0.0,0.0
oxazolam,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,oxazolam,0,0.0,0,,oxazolam,0.0,0,0.0,0.0
3-methylclonazepam,CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,3 methylclonazepam,0,0.0,0,,3-methylclonazepam,0.0,0,0.0,0.0
fluotracene,CC1c2ccccc2C(CCCN(C)C)c2cc(C(F)(F)F)ccc21,fluotracene,0,0.0,0,,fluotracene,0.0,0,0.0,0.0
ectylurea,CC=C(CC)C(=O)NC(N)=O,ectylurea,0,0.0,0,,ectylurea,0.0,0,0.0,0.0
crotetamide,CC=CC(=O)N(CC)C(CC)C(=O)N(C)C,crotetamide,0,0.0,0,,crotetamide,0.0,0,0.0,0.0
cropropamide,CC=CC(=O)N(CCC)C(CC)C(=O)N(C)C,cropropamide,0,0.0,0,,cropropamide,0.0,0,0.0,0.0
nicocortonide,CC=CC1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)C1CCC4=CC(=O)CCC4(C)C1C(O)CC23C,nicocortonide,0,0.0,0,,nicocortonide,0.0,0,0.0,0.0
rimexolone,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,rimexolone,1,0.0,0,,rimexolone,0.0,0,0.0,0.0
eclanamine,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,eclanamine,0,0.0,0,,eclanamine,0.0,0,0.0,0.0
lofentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,lofentanil,0,0.0,0,,lofentanil,0.0,0,0.0,0.0
clobetasol-propionate,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,clobetasol propionate,1,0.0,0,,clobetasol-propionate,0.0,0,0.0,0.0
stl504716,CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,stl504716,0,0.0,0,,stl504716,0.0,0,0.0,0.0
db-086784,CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,db 086784,0,0.0,0,,db-086784,0.0,0,0.0,0.0
amelometasone,CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,amelometasone,0,0.0,0,,amelometasone,0.0,0,0.0,0.0
ticabesone (ticabesone-propionate),CCC(=O)OC1(C(=O)SC)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,ticabesone,0,0.0,0,,ticabesone (ticabesone-propionate),0.0,0,0.0,0.0
schembl15311037,CCC(=O)OC1(C(=O)SCCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,schembl15311037,0,0.0,0,,schembl15311037,0.0,0,0.0,0.0
betameprodine,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,betameprodine,0,0.0,0,,betameprodine,0.0,0,0.0,0.0
alclometasone-dipropionate,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,alclometasone dipropionate,1,0.0,0,,alclometasone-dipropionate,0.0,0,0.0,0.0
beclomethasonedipropionate (beclometasone-dipropionate),CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,beclomethasonedipropionate,0,0.0,0,,beclomethasonedipropionate (beclometasone-dipropionate),0.0,0,0.0,0.0
betamethasone dipropionate,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,betamethasone dipropionate,1,0.0,0,,betamethasone dipropionate,0.0,0,0.0,0.0
mcule-1097746976,CCC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,mcule 1097746976,0,0.0,0,,mcule-1097746976,0.0,0,0.0,0.0
mls002702124,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,mls002702124,0,0.0,0,,mls002702124,0.0,0,0.0,0.0
nalorphine,CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,nalorphine,0,0.0,0,,nalorphine,0.0,0,0.0,0.0
chembl73284,CCC(NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,chembl73284,0,0.0,0,,chembl73284,0.0,0,0.0,0.0
3924-70-7,CCC1(CC)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3924 70 7,0,0.0,0,,3924-70-7,0.0,0,0.0,0.0
conorphone (conorfone),CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,conorphone,0,0.0,0,,conorphone (conorfone),0.0,0,0.0,0.0
5-ethyl-5-(1-methylbutenyl)barbituric acid,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,5 ethyl 5 barbituric acid,0,0.0,0,,5-ethyl-5-(1-methylbutenyl)barbituric acid,0.0,0,0.0,0.0
schembl448850,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,schembl448850,0,0.0,0,,schembl448850,0.0,0,0.0,0.0
13609-67-1,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,13609 67 1,0,0.0,0,,13609-67-1,0.0,0,0.0,0.0
ft-0669272,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,ft 0669272,0,0.0,0,,ft-0669272,0.0,0,0.0,0.0
icometasone-enbutate,CCCC(=O)OC1(C(=O)COC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,icometasone enbutate,0,0.0,0,,icometasone-enbutate,0.0,0,0.0,0.0
amebucort,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC21C,amebucort,0,0.0,0,,amebucort,0.0,0,0.0,0.0
difluprednate,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,difluprednate,1,0.0,0,,difluprednate,0.0,0,0.0,0.0
domoprednate,CCCC(=O)OC1(C(C)=O)CCCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,domoprednate,0,0.0,0,,domoprednate,0.0,0,0.0,0.0
meclorisone (meclorisone-dibutyrate),CCCC(=O)OCC(=O)C1(OC(=O)CCC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC21C,meclorisone,0,0.0,0,,meclorisone (meclorisone-dibutyrate),0.0,0,0.0,0.0
acetorphine,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,acetorphine,0,0.0,0,,acetorphine,0.0,0,0.0,0.0
picenadol,CCCC1(c2cccc(O)c2)CCN(C)CC1C,picenadol,0,0.0,0,,picenadol,0.0,0,0.0,0.0
oxanamide,CCCC1OC1(CC)C(N)=O,oxanamide,0,0.0,0,,oxanamide,0.0,0,0.0,0.0
itrocinonide,CCCC1OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)OC(C)OC(=O)OCC)O1,itrocinonide,0,0.0,0,,itrocinonide,0.0,0,0.0,0.0
rofleponide,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,rofleponide,0,0.0,0,,rofleponide,0.0,0,0.0,0.0
betamethasone-valerate,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,betamethasone valerate,1,0.0,0,,betamethasone-valerate,0.0,0,0.0,0.0
fluprednisolone-valerate,CCCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,fluprednisolone valerate,0,0.0,0,,fluprednisolone-valerate,0.0,0,0.0,0.0
westcort,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,westcort,0,0.0,0,,westcort,0.0,0,0.0,0.0
caproxamine,CCCCCC(=NOCCN)c1ccc(C)c(N)c1,caproxamine,0,0.0,0,,caproxamine,0.0,0,0.0,0.0
tonazocine,CCCCCC(=O)CCC1(C)C2Cc3ccc(O)cc3C1(C)CCN2C,tonazocine,0,0.0,0,,tonazocine,0.0,0,0.0,0.0
cesamet,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,cesamet,0,0.0,0,,cesamet,0.0,0,0.0,0.0
myrophine,CCCCCCCCCCCCCC(=O)OC1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(CCN3C)C1O5,myrophine,0,0.0,0,,myrophine,0.0,0,0.0,0.0
prednisolone-steaglate,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,prednisolone steaglate,0,0.0,0,,prednisolone-steaglate,0.0,0,0.0,0.0
eptastigmine,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,eptastigmine,0,0.0,0,,eptastigmine,0.0,0,0.0,0.0
sch-23390,CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1,sch 23390,0,0.0,0,,sch-23390,0.0,0,0.0,0.0
gr89696_pr,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,gr89696 pr,0,0.0,0,,gr89696_pr,0.0,0,0.0,0.0
milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,milnacipran,0,0.0,0,,milnacipran,0.0,0,0.0,0.0
lysuride,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,lysuride,0,0.0,0,,lysuride,0.0,0,0.0,0.0
lysuride,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,lysuride,0,0.0,0,,lysuride,0.0,0,0.0,0.0
hydrocortamate,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,hydrocortamate,0,0.0,0,,hydrocortamate,0.0,0,0.0,0.0
64795-23-9,CCN(CC)S(=O)(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,64795 23 9,0,0.0,0,,64795-23-9,0.0,0,0.0,0.0
(s)-remoxipride,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,remoxipride,1,0.0,0,,(s)-remoxipride,0.0,0,0.0,0.0
cinromide,CCNC(=O)C=Cc1cccc(Br)c1,cinromide,0,0.0,0,,cinromide,0.0,0,0.0,0.0
d-threo-.alpha.-benzyl-n-ethyltetrahydrofurfurylamine,CCNC(Cc1ccccc1)C1CCCO1,d threo alpha benzyl n ethyltetrahydrofurfurylamine,0,0.0,0,,d-threo-.alpha.-benzyl-n-ethyltetrahydrofurfurylamine,0.0,0,0.0,0.0
bervastatin,CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,bervastatin,0,0.0,0,,bervastatin,0.0,0,0.0,0.0
calcium-folinate,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,calcium folinate,0,0.0,0,,calcium-folinate,0.0,0,0.0,0.0
73771-04-7,CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,73771 04 7,0,0.0,0,,73771-04-7,0.0,0,0.0,0.0
137-76-8,CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(C=O)Cc1cnc(C)nc1N,137 76 8,0,0.0,0,,137-76-8,0.0,0,0.0,0.0
minaxolone,CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,minaxolone,0,0.0,0,,minaxolone,0.0,0,0.0,0.0
lirequinil,CCOC1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,lirequinil,0,0.0,0,,lirequinil,0.0,0,0.0,0.0
takle-1; sb-590885,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\CO)c(-c3ccncc3)[nH]2)cc1,takle 1 sb 590885,0,0.0,0,,takle-1; sb-590885,0.0,0,0.0,0.0
tipredane,CCSC1(SC)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,tipredane,0,0.0,0,,tipredane,0.0,0,0.0,0.0
piquindone,CCc1c(C)[nH]c2c1C(=O)C1CN(C)CCC1C2,piquindone,0,0.0,0,,piquindone,0.0,0,0.0,0.0
brifentanil,CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O,brifentanil,0,0.0,0,,brifentanil,0.0,0,0.0,0.0
avizafone,CN(C(=O)CNC(=O)C(N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,avizafone,0,0.0,0,,avizafone,0.0,0,0.0,0.0
ici199441,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,ici199441,0,0.0,0,,ici199441,0.0,0,0.0,0.0
chembl118865,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,chembl118865,0,0.0,0,,chembl118865,0.0,0,0.0,0.0
u50488,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,u50488,0,0.0,0,,u50488,0.0,0,0.0,0.0
119356-76-2,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,119356 76 2,0,0.0,0,,119356-76-2,0.0,0,0.0,0.0
clemeprol,CN(C)CC(O)C(c1ccccc1)c1cccc(Cl)c1,clemeprol,0,0.0,0,,clemeprol,0.0,0,0.0,0.0
zimeldine,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,zimeldine,0,0.0,0,,zimeldine,0.0,0,0.0,0.0
elanzepine,CN(C)CCC=C1c2ccccc2CNc2cc(Cl)ccc21,elanzepine,0,0.0,0,,elanzepine,0.0,0,0.0,0.0
ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ketotifen,0,0.0,0,,ketotifen,0.0,0,0.0,0.0
chlorprothixene,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,chlorprothixene,4,0.0,0,,chlorprothixene,0.0,0,0.0,0.0
cinfenine,CN(CC=Cc1ccccc1)CCOC(c1ccccc1)c1ccccc1,cinfenine,0,0.0,0,,cinfenine,0.0,0,0.0,0.0
ricasetron,CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,ricasetron,0,0.0,0,,ricasetron,0.0,0,0.0,0.0
schembl6695569,CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,schembl6695569,0,0.0,0,,schembl6695569,0.0,0,0.0,0.0
delergotrile,CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21,delergotrile,0,0.0,0,,delergotrile,0.0,0,0.0,0.0
romergoline,CN1CC(CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)CC21,romergoline,0,0.0,0,,romergoline,0.0,0,0.0,0.0
bdbm86527,CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,bdbm86527,0,0.0,0,,bdbm86527,0.0,0,0.0,0.0
losindole,CN1CC2Cc3ccc(Cl)cc3C(c3ccccc3)C2C1,losindole,0,0.0,0,,losindole,0.0,0,0.0,0.0
schembl8989362,CN1CCC2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)C12,schembl8989362,0,0.0,0,,schembl8989362,0.0,0,0.0,0.0
5-methyldihydromorphinone,CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)CCC3C1C5,5 methyldihydromorphinone,0,0.0,0,,5-methyldihydromorphinone,0.0,0,0.0,0.0
hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,hydromorphone,0,0.0,0,,hydromorphone,0.0,0,0.0,0.0
methyldihydromorphine,CN1CCC23c4c5ccc(O)c4OC2C(C)(O)CCC3C1C5,methyldihydromorphine,0,0.0,0,,methyldihydromorphine,0.0,0,0.0,0.0
hydromorphinol,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,hydromorphinol,0,0.0,0,,hydromorphinol,0.0,0,0.0,0.0
nicomorphine,CN1CCC23c4c5ccc(OC(=O)c6cccnc6)c4OC2C(OC(=O)c2cccnc2)C=CC3C1C5,nicomorphine,0,0.0,0,,nicomorphine,0.0,0,0.0,0.0
sankyo,CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,sankyo,0,0.0,0,,sankyo,0.0,0,0.0,0.0
"(z)-2-(2-chloro-10-(4-methylpiperazin-1-yl)-5h-dibenzo[a,d][7]annulen-5-ylidene)acetonitrile",CN1CCN(C2=Cc3cc(Cl)ccc3C(=CC#N)c3ccccc32)CC1,2 5h dibenzo a d 7 annulen 5 ylidene acetonitrile,0,0.0,0,,"(z)-2-(2-chloro-10-(4-methylpiperazin-1-yl)-5h-dibenzo[a,d][7]annulen-5-ylidene)acetonitrile",0.0,0,0.0,0.0
tenilapine,CN1CCN(C2=Nc3cscc3C(=CC#N)c3cscc32)CC1,tenilapine,0,0.0,0,,tenilapine,0.0,0,0.0,0.0
loprazolam,CN1CCN(C=C2N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,loprazolam,0,0.0,0,,loprazolam,0.0,0,0.0,0.0
akos022180860,CN1CCN(CC(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)CC1,akos022180860,0,0.0,0,,akos022180860,0.0,0,0.0,0.0
orbinamon,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,orbinamon,0,0.0,0,,orbinamon,0.0,0,0.0,0.0
berupipam,CN1CCc2cc(Cl)c(O)cc2C(c2cc(Br)cc3c2OCC3)C1,berupipam,0,0.0,0,,berupipam,0.0,0,0.0,0.0
odapipam,CN1CCc2cc(Cl)c(O)cc2C(c2cccc3c2OCC3)C1,odapipam,0,0.0,0,,odapipam,0.0,0,0.0,0.0
apomorphine_r,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,apomorphine r,0,0.0,0,,apomorphine_r,0.0,0,0.0,0.0
tuclazepam,CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NCC1CO,tuclazepam,0,0.0,0,,tuclazepam,0.0,0,0.0,0.0
moxadolen,CNC(=O)OC1OC(=O)C2C3C=CC(C3)C12,moxadolen,0,0.0,0,,moxadolen,0.0,0,0.0,0.0
chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,chlordiazepoxide,1,0.0,0,,chlordiazepoxide,0.0,0,0.0,0.0
chembl296602,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,chembl296602,0,0.0,0,,chembl296602,0.0,0,0.0,0.0
oxaprotiline,CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,oxaprotiline,0,0.0,0,,oxaprotiline,0.0,0,0.0,0.0
almoxatone,CNCC1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,almoxatone,0,0.0,0,,almoxatone,0.0,0,0.0,0.0
nomelidine,CNCC=C(c1ccc(Br)cc1)c1cccnc1,nomelidine,0,0.0,0,,nomelidine,0.0,0,0.0,0.0
atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,atomoxetine,0,0.0,0,,atomoxetine,0.0,0,0.0,0.0
nemonapride,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,nemonapride,0,0.0,0,,nemonapride,0.0,0,0.0,0.0
chloroserpidine,COC(=O)C1C2CC3c4[nH]c5ccc(Cl)cc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,chloroserpidine,0,0.0,0,,chloroserpidine,0.0,0,0.0,0.0
gr 89696 (fumarate),COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,gr 89696,0,0.0,0,,gr 89696 (fumarate),0.0,0,0.0,0.0
plicamycin,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(O)C(C)O1,plicamycin,1,0.0,0,,plicamycin,0.0,0,0.0,0.0
flumoxonide,COC(OC)C(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,flumoxonide,0,0.0,0,,flumoxonide,0.0,0,0.0,0.0
cyprenorphine,COC12C=CC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,cyprenorphine,0,0.0,0,,cyprenorphine,0.0,0,0.0,0.0
diprenorphine,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,diprenorphine,0,0.0,0,,diprenorphine,0.0,0,0.0,0.0
